Campaign Name,Content Title,Content Network Name,Impression,Quartile100
Rate Realities_News_July 2025,1 vs 100 1003,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1003,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1003,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1004,null,0,0
Rate Realities_News_July 2025,1 vs 100 1004,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1004,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1006,null,0,0
Rate Realities_News_July 2025,1 vs 100 1006,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1006,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1006,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1008,null,0,0
Rate Realities_News_July 2025,1 vs 100 1008,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1008,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1010,null,0,0
Rate Realities_News_July 2025,1 vs 100 1010,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1010,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1012,null,0,0
Rate Realities_News_July 2025,1 vs 100 1012,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1012,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1012,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1014,null,0,0
Rate Realities_News_July 2025,1 vs 100 1014,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1014,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1014,VIZIO,0,0
Rate Realities_News_July 2025,1 vs 100 1014,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1016,null,0,0
Rate Realities_News_July 2025,1 vs 100 1016,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1016,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1016,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1018,null,0,0
Rate Realities_News_July 2025,1 vs 100 1018,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1018,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1018,VIZIO,0,0
Rate Realities_News_July 2025,1 vs 100 1018,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1020,null,0,0
Rate Realities_News_July 2025,1 vs 100 1020,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1020,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1020,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1022,null,0,0
Rate Realities_News_July 2025,1 vs 100 1022,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1022,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1022,VIZIO,0,0
Rate Realities_News_July 2025,1 vs 100 1022,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1024,null,0,0
Rate Realities_News_July 2025,1 vs 100 1024,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1024,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1024,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1026,null,0,0
Rate Realities_News_July 2025,1 vs 100 1026,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1026,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1026,VIZIO,0,0
Rate Realities_News_July 2025,1 vs 100 1028,null,0,0
Rate Realities_News_July 2025,1 vs 100 1028,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1028,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1028,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1030,null,0,0
Rate Realities_News_July 2025,1 vs 100 1030,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1030,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1030,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1032,null,0,0
Rate Realities_News_July 2025,1 vs 100 1032,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1032,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1032,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1033,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1034,null,0,0
Rate Realities_News_July 2025,1 vs 100 1034,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1034,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1034,VIZIO,0,0
Rate Realities_News_July 2025,1 vs 100 1034,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1036,null,0,0
Rate Realities_News_July 2025,1 vs 100 1036,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1036,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1036,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1038,null,0,0
Rate Realities_News_July 2025,1 vs 100 1038,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1038,cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1040,null,0,0
Rate Realities_News_July 2025,1 vs 100 1040,Cinevault,0,0
Rate Realities_News_July 2025,1 vs 100 1040,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,1 vs 100 1040,cinevault,0,0
Rate Realities_News_July 2025,1 vs. 100,null,0,0
Rate Realities_News_July 2025,1 vs. 100,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,"1 year after destructive fire, First Baptist Dallas says it needs insurance money to rebuild",ABC,0,0
Rate Realities_News_July 2025,1% of Something,null,0,0
Rate Realities_News_July 2025,1% of Something,1,0,0
Rate Realities_News_July 2025,1% of Something,NEW ID,0,0
Rate Realities_News_July 2025,1% of Something,Next Entertainment World,0,0
Rate Realities_News_July 2025,1% of Something,RakutenViki,0,0
Rate Realities_News_July 2025,1% of Something,rakuten,0,0
Rate Realities_News_July 2025,1% of Something_en,RakutenViki,0,0
Rate Realities_News_July 2025,1%20Mile%20to%20You,null,0,0
Rate Realities_News_July 2025,1%20Night,null,0,0
Rate Realities_News_July 2025,1%2F1%20%28One%2FOne%29,null,0,0
Rate Realities_News_July 2025,"1, 2, 3, 4, I Declare a Squatch War^13",null,0,0
Rate Realities_News_July 2025,"1,000 Year Storm",Trusted Media Brands,0,0
Rate Realities_News_July 2025,1-800 Missing,null,0,0
Rate Realities_News_July 2025,1-800 Missing,Maverick Entertainment,0,0
Rate Realities_News_July 2025,1-e11,odkmedia,0,0
Rate Realities_News_July 2025,1-e15,odkmedia,0,0
Rate Realities_News_July 2025,1-e16,odkmedia,0,0
Rate Realities_News_July 2025,1-e17,odkmedia,0,0
Rate Realities_News_July 2025,1-e18,odkmedia,0,0
Rate Realities_News_July 2025,1-e2,odkmedia,0,0
Rate Realities_News_July 2025,1-e5,odkmedia,0,0
Rate Realities_News_July 2025,1-e7,odkmedia,0,0
Rate Realities_News_July 2025,1-e8,odkmedia,0,0
Rate Realities_News_July 2025,1-mwHq-C7JrTWmzV_y2k,null,0,0
Rate Realities_News_July 2025,1-on-1 with Marine Ecologist Dr. Robert Steneck,NBC,0,0
Rate Realities_News_July 2025,1-on-1 with jazz trumpeter Brian Nadeau,NBC,0,0
Rate Realities_News_July 2025,1. FC Kaiserslautern vs AS Roma,null,0,0
Rate Realities_News_July 2025,1. FC Kaiserslautern vs AS Roma,FOX,0,0
Rate Realities_News_July 2025,1.1,null,0,0
Rate Realities_News_July 2025,1.5 Million Dollar Baby,null,0,0
Rate Realities_News_July 2025,1.5 Million Dollar Baby,SPEEDVISION,0,0
Rate Realities_News_July 2025,1.5 Million Dollar Baby,SpeedVision,0,0
Rate Realities_News_July 2025,10,odkmedia,0,0
Rate Realities_News_July 2025,10 ANCIENT Prophecies That Make Militant Atheists SQUIRM | Can I Trust the Bible?,TBN,0,0
Rate Realities_News_July 2025,10 Angry Women...12 Babies...Who's the Dad? Part 2,null,0,0
Rate Realities_News_July 2025,10 Angry Women...12 Babies...Who's the Dad? Part 2,Marathon Ventures,0,0
Rate Realities_News_July 2025,10 Angry Women...12 Babies...Who's the Dad? Part 2,NOSEY,0,0
Rate Realities_News_July 2025,10 Angry Women...12 Babies...Who's the Dad? Part 2,Nosey,0,0
Rate Realities_News_July 2025,10 Big Years,Warner_Brothers_Discovery,0,0
Rate Realities_News_July 2025,10 Brothers of Shaolin,ZONE TV,0,0
Rate Realities_News_July 2025,10 Chefs Compete,null,0,0
Rate Realities_News_July 2025,10 Chefs Compete,FilmRise,0,0
Rate Realities_News_July 2025,10 Chefs Compete,Filmrise,0,0
Rate Realities_News_July 2025,10 Chefs Compete (Part One),null,0,0
Rate Realities_News_July 2025,10 Chefs Compete (Part One),Filmrise,0,0
Rate Realities_News_July 2025,10 Chefs Compete (Part One),VIZIO,0,0
Rate Realities_News_July 2025,10 Chefs Compete (Part Two),null,0,0
Rate Realities_News_July 2025,10 Chefs Compete (Part Two),FilmRise,0,0
Rate Realities_News_July 2025,10 Chefs Compete (Part Two),Filmrise,0,0
Rate Realities_News_July 2025,"10 Chefs Compete, Part 1",null,0,0
Rate Realities_News_July 2025,"10 Chefs Compete, Part 2",null,0,0
Rate Realities_News_July 2025,10 Day,NBC,0,0
Rate Realities_News_July 2025,10 Day Forecast,NBC,0,0
Rate Realities_News_July 2025,10 Days in a Madhouse,OTT Studio,0,0
Rate Realities_News_July 2025,10 Easy Low-Carb Veggie Snacks,Buzzfeed,0,0
Rate Realities_News_July 2025,10 Greatest Shortstops,null,0,0
Rate Realities_News_July 2025,10 Items or Less,null,0,0
Rate Realities_News_July 2025,10 Kilos in the Trunk,null,0,0
Rate Realities_News_July 2025,10 Kilos in the Trunk,Maverick Entertainment,0,0
Rate Realities_News_July 2025,10 Magnificent Killers,null,0,0
Rate Realities_News_July 2025,10 Minutes of Terror,null,0,0
Rate Realities_News_July 2025,10 Moms. 12 Kids. Who's The Dad? Part 1,null,0,0
Rate Realities_News_July 2025,10 Moms. 12 Kids. Who's The Dad? Part 1,NOSEY,0,0
Rate Realities_News_July 2025,10 Moms. 12 Kids. Who's The Dad? Part 1,Nosey,0,0
Rate Realities_News_July 2025,10 News Conference,Sinclair,0,0
Rate Realities_News_July 2025,10 O'Clock News,Zeam Media,0,0
Rate Realities_News_July 2025,10 Reasons Why Men Cheat,null,0,0
Rate Realities_News_July 2025,10 Steps to Love,null,0,0
Rate Realities_News_July 2025,10 Steps to Love,Tesera,0,0
Rate Realities_News_July 2025,10 Steps to Love,Tesera Entertainment,0,0
Rate Realities_News_July 2025,10 Tampa Bay Midday at Noon,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay Midday at Noon,Tegna,0,0
Rate Realities_News_July 2025,10 Tampa Bay Saturday Evening,Tegna,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Evening at 4 pm,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Evening at 4 pm,Tegna,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Evening at 5 pm,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Evening at 5 pm,Tegna,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Evening at 5:30 pm,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Evening at 5:30 pm,Tegna,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Evening at 6 pm,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Evening at 6 pm,Tegna,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning at 11 a.m.,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning at 11:00 a.m.,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning at 11:00 am,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning at 5 am,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning at 5 am,Tegna,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning at 6:00 am,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning at 6:00 am,Tegna,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning at 7:00 am,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning at 8:00 am,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning at 9:00 am,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning: Early Saturday,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning: Early Saturday,Tegna,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning: Late Saturday,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning: Late Saturday,Tegna,0,0
Rate Realities_News_July 2025,10 Tampa Bay This Morning: Sunday,CBS,0,0
Rate Realities_News_July 2025,10 Tampa Bay Weekends at 6 pm,CBS,0,0
Rate Realities_News_July 2025,10 Things We Should Do Before We Break Up,OTT Studio,0,0
Rate Realities_News_July 2025,10 This Morning 5AM,CBS,0,0
Rate Realities_News_July 2025,10 This Morning 5AM,Tegna,0,0
Rate Realities_News_July 2025,10 This Morning 6AM,null,0,0
Rate Realities_News_July 2025,10 This Morning 6AM,CBS,0,0
Rate Realities_News_July 2025,10 This Morning 6AM,Tegna,0,0
Rate Realities_News_July 2025,10 This Morning Saturday,CBS,0,0
Rate Realities_News_July 2025,10 This Morning Saturday,Tegna,0,0
Rate Realities_News_July 2025,10 This Morning Sunday,CBS,0,0
Rate Realities_News_July 2025,10 This Morning Sunday 6AM,CBS,0,0
Rate Realities_News_July 2025,10 Tinder Killers Reacting To Insane Sentences,null,0,0
Rate Realities_News_July 2025,10 Tokyo Warriors: The Final Battle,asiancrush,0,0
Rate Realities_News_July 2025,10 Ways to Trigger a Bite,PURSUITCHANNEL,0,0
Rate Realities_News_July 2025,10 Ways to Trigger a Bite,PursuitChannel,0,0
Rate Realities_News_July 2025,10 Years,null,0,0
Rate Realities_News_July 2025,10 Years,1,0,0
Rate Realities_News_July 2025,10 Years,LionsGate,0,0
Rate Realities_News_July 2025,10 Years,Lionsgate,0,0
Rate Realities_News_July 2025,10 Years,ZONE TV,0,0
Rate Realities_News_July 2025,10 Years (Theatrical),null,0,0
Rate Realities_News_July 2025,10 Years Later and Busier Than Ever!,null,0,0
Rate Realities_News_July 2025,10 Years and Busier Than Ever!,null,0,0
Rate Realities_News_July 2025,10 Years and Busier Than Ever!,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,10 Years and Busier Than Ever!,wbddiscovery,0,0
Rate Realities_News_July 2025,10 Years of Real Street,null,0,0
Rate Realities_News_July 2025,10 d lares y un ganso desplumado,estrellatv,0,0
Rate Realities_News_July 2025,10 mejores,null,0,0
Rate Realities_News_July 2025,10 years later: Broken Arrow Police reflect on Bever family murders,KQCW,0,0
Rate Realities_News_July 2025,10% Chance of Rain,hidive,0,0
Rate Realities_News_July 2025,10%20Years%20%28Theatrical%29,null,0,0
Rate Realities_News_July 2025,10%20confirmed%20dead%20as%20firefighters%20work%20to%20contain%20blazes%20in%20Los%20Angeles%20area,MeritTV,0,0
Rate Realities_News_July 2025,"10,000 Coins Vs Piggy Bank from 45m!",dudeperfectplus,0,0
Rate Realities_News_July 2025,"10,000 Saints",null,0,0
Rate Realities_News_July 2025,10-Year Cab Ride,Filmrise,0,0
Rate Realities_News_July 2025,10-Year-Old Girl Found Dead Along Highway Near Cali,null,0,0
Rate Realities_News_July 2025,10-year-old boy credited for saving 17-year-old from almost drowning,CBS,0,0
Rate Realities_News_July 2025,10-year-old boy credited for saving 17-year-old from almost drowning,KWTV,0,0
Rate Realities_News_July 2025,10-year-old boy credited for saving 17-year-old from almost drowning,[NETWORK_NAME],0,0
Rate Realities_News_July 2025,100,null,0,0
Rate Realities_News_July 2025,100,AMC,0,0
Rate Realities_News_July 2025,100,AMC Networks,0,0
Rate Realities_News_July 2025,100,NBC,0,0
Rate Realities_News_July 2025,100 Below Zero,ZONE TV,0,0
Rate Realities_News_July 2025,100 Cows,null,0,0
Rate Realities_News_July 2025,100 Cows,LionsGate,0,0
Rate Realities_News_July 2025,100 Cows,Lionsgate,0,0
Rate Realities_News_July 2025,100 Day Dream Home,null,0,0
Rate Realities_News_July 2025,100 Day Dream Home,NetComCableTV,0,0
Rate Realities_News_July 2025,100 Days,null,0,0
Rate Realities_News_July 2025,100 Days to Indy,null,0,0
Rate Realities_News_July 2025,100 Days to Indy,NetComCableTV,0,0
Rate Realities_News_July 2025,100 Days to Live,null,0,0
Rate Realities_News_July 2025,100 Days to Live,OTT Studio,0,0
Rate Realities_News_July 2025,100 Days to Live,ZONE TV,0,0
Rate Realities_News_July 2025,100 Degrees Below Zero,null,0,0
Rate Realities_News_July 2025,100 Dresses and Counting,null,0,0
Rate Realities_News_July 2025,100 Ghost Street: The Return of Richard Speck,The Asylum,0,0
Rate Realities_News_July 2025,100 Ghost Street: The Return of Richard Speck,ZONE TV,0,0
Rate Realities_News_July 2025,100 Girls,null,0,0
Rate Realities_News_July 2025,100 Girls,LIONSGATE,0,0
Rate Realities_News_July 2025,100 Girls,LionsGate,0,0
Rate Realities_News_July 2025,100 Girls,Lionsgate,0,0
Rate Realities_News_July 2025,100 Girls,Lionsgate US,0,0
Rate Realities_News_July 2025,100 Girls,ZONE TV,0,0
Rate Realities_News_July 2025,100 Hacks In A Row | Hack or Hassle,Buzzfeed,0,0
Rate Realities_News_July 2025,100 Latinos Dijeron,null,0,0
Rate Realities_News_July 2025,100 Latinos Dijeron,ESTRELLA,0,0
Rate Realities_News_July 2025,100 Latinos Dijeron,Estrella,0,0
Rate Realities_News_July 2025,100 Latinos Dijeron,Estrella Media,0,0
Rate Realities_News_July 2025,100 Latinos Dijeron,EstrellaMedia,0,0
Rate Realities_News_July 2025,100 Latinos Dijeron,EstrellaTV,0,0
Rate Realities_News_July 2025,100 Latinos Dijeron,FUTURE TODAY,0,0
Rate Realities_News_July 2025,100 Miles To Nowhere,null,0,0
Rate Realities_News_July 2025,100 Million BC,ZONE TV,0,0
Rate Realities_News_July 2025,100 Monsters,null,0,0
Rate Realities_News_July 2025,100 Monsters,Midnight Pulp,0,0
Rate Realities_News_July 2025,100 Person Airsoft Battle Royale,dudeperfectplus,0,0
Rate Realities_News_July 2025,100 Streets,null,0,0
Rate Realities_News_July 2025,100 Ways to Lose a Tarpon,null,0,0
Rate Realities_News_July 2025,100 Year Old Harley,null,0,0
Rate Realities_News_July 2025,100 Year Old Harley,SPEEDVISION,0,0
Rate Realities_News_July 2025,100 Year Old Harley,SpeedVision,0,0
Rate Realities_News_July 2025,100 Years Newer,null,0,0
Rate Realities_News_July 2025,100 Years Newer,TASTEMADE,0,0
Rate Realities_News_July 2025,100 Years Newer,Tastemade,0,0
Rate Realities_News_July 2025,100 Years a Solid Fool,null,0,0
Rate Realities_News_July 2025,100 Years of Horror (1996),null,0,0
Rate Realities_News_July 2025,100 and C10 Percent,null,0,0
Rate Realities_News_July 2025,100 and C10 Percent,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,100 and C10 Percent,Warner_Brothers_Discovery,0,0
Rate Realities_News_July 2025,"100 days as St. Louis mayor: Spencer takes bold steps, navigates tornado recovery",NBC,0,0
Rate Realities_News_July 2025,100 kilos de plomo,televisa_univision,0,0
Rate Realities_News_July 2025,100 latinos dijeron,null,0,0
Rate Realities_News_July 2025,100 latinos dijeron,1,0,0
Rate Realities_News_July 2025,100 latinos dijeron,ESTRELLA,0,0
Rate Realities_News_July 2025,100% Injury Rate,Warner_Brothers_Discovery,0,0
Rate Realities_News_July 2025,100% LADIES,null,0,0
Rate Realities_News_July 2025,100% LADIES,TCL-IDEO,0,0
Rate Realities_News_July 2025,100% LADIES,tracetv,0,0
Rate Realities_News_July 2025,100% PARTY,tracetv,0,0
Rate Realities_News_July 2025,100% Qu b cois,Bell Media,0,0
Rate Realities_News_July 2025,100% animal,Bell Media,0,0
Rate Realities_News_July 2025,100% f tbol,null,0,0
Rate Realities_News_July 2025,100-Year-Old Harley,null,0,0
Rate Realities_News_July 2025,100-Year-Old Harley,Triple B,0,0
Rate Realities_News_July 2025,100-minute-debate-1-e1106-k,odkmedia,0,0
Rate Realities_News_July 2025,100-minute-debate-1-e1108-k,odkmedia,0,0
Rate Realities_News_July 2025,1000 Cuts/ Draw,null,0,0
Rate Realities_News_July 2025,1000 Cuts/ Draw,A&E Network,0,0
Rate Realities_News_July 2025,1000 Cuts/ Draw,aenetwork,0,0
Rate Realities_News_July 2025,1000 Cuts/Draw,null,0,0
Rate Realities_News_July 2025,1000 ISLAND SMALLIES,null,0,0
Rate Realities_News_July 2025,1000 Joules,null,0,0
Rate Realities_News_July 2025,1000 to 1: The Cory Weissman Story,Cinedigm,0,0
Rate Realities_News_July 2025,1000 to 1: The Cory Weissman Story,Cineverse,0,0
Rate Realities_News_July 2025,1000 to 1: The Cory Weissman Story,The Entrepreneur Channel,0,0
Rate Realities_News_July 2025,1000-lb Roomies,null,0,0
Rate Realities_News_July 2025,1000-lb Roomies,NetComCableTV,0,0
Rate Realities_News_July 2025,1000-lb Sisters,null,0,0
Rate Realities_News_July 2025,1000-lb Sisters,NetComCableTV,0,0
Rate Realities_News_July 2025,1000RPM Baseball Machine Vs. Bulletproof Glass,dudeperfectplus,0,0
Rate Realities_News_July 2025,1000th Product,null,0,0
Rate Realities_News_July 2025,1000th Product,WBD Discovery,0,0
Rate Realities_News_July 2025,1000th Product,Warner_Brothers_Discovery,0,0
Rate Realities_News_July 2025,1000th Product,wbddiscovery,0,0
Rate Realities_News_July 2025,1001 Honkers,PursuitChannel,0,0
Rate Realities_News_July 2025,1006 Duck Ramen,PURSUITCHANNEL,0,0
Rate Realities_News_July 2025,1006 Duck Ramen,PursuitChannel,0,0
Rate Realities_News_July 2025,100th,null,0,0
Rate Realities_News_July 2025,100th Episode,null,0,0
Rate Realities_News_July 2025,100th Episode,GAME SHOW NETWORK,0,0
Rate Realities_News_July 2025,100th Episode,Hearst_Media,0,0
Rate Realities_News_July 2025,100th Episode,TASTEMADE,0,0
Rate Realities_News_July 2025,100th Episode Celebration,null,0,0
Rate Realities_News_July 2025,100th Episode Celebration,Cineverse (fka Cinedigm),0,0
Rate Realities_News_July 2025,100th Episode Pt. 1,null,0,0
Rate Realities_News_July 2025,100th Episode Pt. 1,SPEEDVISION,0,0
Rate Realities_News_July 2025,100th Episode Pt. 1,SpeedVision,0,0
Rate Realities_News_July 2025,100th Episode Pt. 2,null,0,0
Rate Realities_News_July 2025,100th Episode: Part 1,null,0,0
Rate Realities_News_July 2025,100th Episode: Part 2,null,0,0
Rate Realities_News_July 2025,100th Episode: Part 2,SPEEDVISION,0,0
Rate Realities_News_July 2025,100th_episode_celebration,The Dog Whisperer,0,0
Rate Realities_News_July 2025,101 Dalmatians,null,0,0
Rate Realities_News_July 2025,101 Dalmatians,NetComCableTV,0,0
Rate Realities_News_July 2025,101 Graduates Take on Studio City,null,0,0
Rate Realities_News_July 2025,101 Graduates Take on Studio City,Warner_Brothers_Discovery,0,0
Rate Realities_News_July 2025,1012 Go For Snows Part 2,PursuitChannel,0,0
Rate Realities_News_July 2025,1013 Ducks and Pidgenado,PursuitChannel,0,0
Rate Realities_News_July 2025,102-pieces-of-bones-the-kings-return-1-e1,odkmedia,0,0
Rate Realities_News_July 2025,1040 Not So EZ,null,0,0
Rate Realities_News_July 2025,105 S 189 E AVE SHOOTING,KQCW,0,0
Rate Realities_News_July 2025,105 S 189 E AVE SHOOTING,[NETWORK_NAME],0,0
Rate Realities_News_July 2025,109,null,0,0
Rate Realities_News_July 2025,109 Days And Counting: Jason Anderson v Mariquita Concepcion,Fox First Run,0,0
Rate Realities_News_July 2025,109 Days And Counting: Jason Anderson v Mariquita Concepcion,foxfirstrun,0,0
Rate Realities_News_July 2025,109930,FLOSPORTS,0,0
Rate Realities_News_July 2025,109930,flosports,0,0
Rate Realities_News_July 2025,10:30PM Evening Headlines,Altice USA,0,0
Rate Realities_News_July 2025,10:30PM Night Headlines,null,0,0
Rate Realities_News_July 2025,10AM Morning Headlines,1,0,0
Rate Realities_News_July 2025,10AM Morning Headlines,Altice USA,0,0
Rate Realities_News_July 2025,10AM Morning Headlines,News12,0,0
Rate Realities_News_July 2025,10AM Morning Headlines,News12NewYork,0,0
Rate Realities_News_July 2025,10AM Morning Headlines,VIZIO,0,0
Rate Realities_News_July 2025,10AM Morning Headlines,[NETWORK_NAME],0,0
Rate Realities_News_July 2025,10About Town at 4 p.m.,NBC,0,0
Rate Realities_News_July 2025,10About Town at 4 p.m.,Tegna,0,0
Rate Realities_News_July 2025,10Investigates: The Last 12 Hours of Lester Isbill,NBC,0,0
Rate Realities_News_July 2025,10K,null,0,0
Rate Realities_News_July 2025,10M All-In,null,0,0
Rate Realities_News_July 2025,10News Saturday at 11 p.m.,NBC,0,0
Rate Realities_News_July 2025,10News Saturday at 11 p.m.,Tegna,0,0
Rate Realities_News_July 2025,10News Saturday at 6 a.m.,NBC,0,0
Rate Realities_News_July 2025,10News Saturday at 6 a.m.,Tegna,0,0
Rate Realities_News_July 2025,10News Sunday at 11 p.m.,NBC,0,0
Rate Realities_News_July 2025,10News Today at 4:30 a.m.,NBC,0,0
Rate Realities_News_July 2025,10News Today at 4:30 a.m.,Tegna,0,0
Rate Realities_News_July 2025,10News Today at 5 a.m.,null,0,0
Rate Realities_News_July 2025,10News Today at 5 a.m.,NBC,0,0
Rate Realities_News_July 2025,10News Today at 5 a.m.,Tegna,0,0
Rate Realities_News_July 2025,10News Today at 6 a.m.,NBC,0,0
Rate Realities_News_July 2025,10News Today at 6 a.m.,Tegna,0,0
Rate Realities_News_July 2025,10News Weekend,NBC,0,0
Rate Realities_News_July 2025,10News Weekend at 6 a.m.,NBC,0,0
Rate Realities_News_July 2025,10News Weekend at 6 p.m.,NBC,0,0
Rate Realities_News_July 2025,10News Weekend at 6 p.m.,Tegna,0,0
Rate Realities_News_July 2025,10News Weekend at 7 a.m.,NBC,0,0
Rate Realities_News_July 2025,10News Weekend at 7 a.m.,Tegna,0,0
Rate Realities_News_July 2025,10News Weekend at 7a.m.,NBC,0,0
Rate Realities_News_July 2025,10News Weekend at 8 a.m.,NBC,0,0
Rate Realities_News_July 2025,10News Weekend at 8 a.m.,Tegna,0,0
Rate Realities_News_July 2025,10News Weekend at 9 a.m.,NBC,0,0
Rate Realities_News_July 2025,10News Weekend at 9 a.m.,Tegna,0,0
Rate Realities_News_July 2025,10News at 11 p.m.,null,0,0
Rate Realities_News_July 2025,10News at 11 p.m.,NBC,0,0
Rate Realities_News_July 2025,10News at 11 p.m.,Tegna,0,0
Rate Realities_News_July 2025,10News at 5 p.m.,NBC,0,0
Rate Realities_News_July 2025,10News at 5 p.m.,Tegna,0,0
Rate Realities_News_July 2025,10News at 6 p.m.,NBC,0,0
Rate Realities_News_July 2025,10News at 6 p.m.,Tegna,0,0
Rate Realities_News_July 2025,10News at Noon,NBC,0,0
Rate Realities_News_July 2025,10News at Noon,Tegna,0,0
Rate Realities_News_July 2025,10News%20Saturday%20at%206%20a.m.,NBC,0,0
Rate Realities_News_July 2025,10News%20Today%20at%205%20a.m.,NBC,0,0
Rate Realities_News_July 2025,10News%20Today%20at%206%20a.m.,NBC,0,0
Rate Realities_News_July 2025,10News%20at%2011%20p.m.,NBC,0,0
Rate Realities_News_July 2025,10News%20at%20Noon,NBC,0,0
Rate Realities_News_July 2025,10PM Evening Headlines,News12,0,0
Rate Realities_News_July 2025,10PM Evening Headlines,[NETWORK_NAME],0,0
